idx,query,text,negative_score,neutral_score,positive_score,compound_score
551,police brutality,Khalil Coleman   a prominent Milwaukee activist known for his protests against police brutality that started with the killing of George Floyd   has been found guilty of first-degree robbery in Kentucky  ,0.332,0.609,0.058,-0.8957
552,police brutality,Brutality From Notts Police  Police Behaving Like Animals  via @YouTube,0.276,0.552,0.172,-0.3612
553,police brutality,Interesting discourse around DU celebrants. I wrote a piece years ago begging yall to stop insulting our principled protests by acting like drunken sports revelry is comparable. Its not. When white folks stand up for Black lives those white folks often endure police brutality.,0.215,0.686,0.099,-0.7269
554,police brutality,STRAIGHT OUTTA PATIENCE I END POLICE BRUTALITY  ourlivesmatter ,0.383,0.404,0.213,-0.4767
555,police brutality,Sun May   Las Vegas Nevada - Police shove and drag man through the street WATCH:  LasVegasNevada LVPD blacklivesmatter blm defundthepolice abolishthepolice,0.091,0.909,0.0,-0.2263
556,police brutality,This is disgusting. As is Trumps asinine response.  But what is most disturbing by far is that these Democrats in charge of it all do NOTHING about ongoing police brutality. It happens everyday... and all Biden says literally is... the system works and fund the police. ,0.226,0.774,0.0,-0.9272
557,police brutality,BLM: protests police brutality  Amber Heard: posts picture with a (fake) cop in support of BLM,0.286,0.583,0.131,-0.4939
558,police brutality,At my happy place today after yesterday's disaster  spent today @CurzonBbury with All the Old Knivesa rewatch of Murina  the amazing Revolution of Our Times. This story of the attempt to make Hong Kong Independent  the  police brutality of the protesters is a real eye opener. ,0.174,0.696,0.13,-0.3612
559,police brutality,What a fucked up country it is where   If you're scared of the police - expect police brutality without consequences If the police are scared of you - expect police brutality without consequences ,0.421,0.579,0.0,-0.9595
560,police brutality,Contemporary France is a potpourri of states of emergency police brutality media manipulation increasing immigration and fake corporate PR. Living off the cultural capital of ancestors who would have lined current leadership against a wall...,0.291,0.709,0.0,-0.8979
561,police brutality,Wed Jun   Orlando Florida - Woman stopped by police while leaving protest; police break her car window WATCH:  OrlandoFlorida OPD blacklivesmatter blm defundthepolice abolishthepolice,0.157,0.843,0.0,-0.4404
562,police brutality,LMFAOOOOOOO “ normalized “ trans murders  police brutality  deportation islsmophobia didnt exist under our black king Obama ? Whats more normal than something no one speaks of ? If anything Trump made some of you see what was already there and actually speak on it  ,0.217,0.783,0.0,-0.89
563,police brutality,These Casualty BLM police brutality episodes are SO bad,0.665,0.335,0.0,-0.9174
564,police brutality,tw/ police violence brutality blood ,0.73,0.27,0.0,-0.8442
565,police brutality,There is a Titanic II being built that will allow users to report police brutality.,0.223,0.67,0.106,-0.4767
566,police brutality,THEY want to keep us isolated so we don't protest this imperialistic war.   Pandemic MIGHT have been planned.  Last time U.S. semi-isolated  received stimulus checks / extra unemployment every city rose up in protest of police brutality! THEY simply don't want that again. BLM ,0.243,0.636,0.12,-0.8685
567,police brutality,// Graphic Blood Police brutality   Its really sad that this happens so often the internet just forgot about this man and the Hogs who did this to him. Im devastated that its common place for this to happen and s get away with it. Fuck this country ,0.262,0.738,0.0,-0.9422
568,police brutality,I got a hello kitty puzzle and its giving police brutality? ,0.299,0.522,0.179,-0.3818
569,police brutality,There is no difference between people who say No war but class war in the context of the working class of a country defending themselves from an imperialist act of aggression and those who say All Lives Matter in the context protests against police brutality on black people.,0.35,0.631,0.019,-0.9661
570,police brutality,stefano cucchi still one of the worst cases of police brutality in italy i feel sick whenever i think about it  how so many politicians mocked his family for  years and lied about the cause of his death to protect (at least)  officers,0.359,0.596,0.046,-0.9575
571,police brutality,Two years ago @iamVikramPrabhu silently scored an OTT hit with Family audience in the form of PulikuthiPaandi .  Now he has repeated the same streak with TaanakkaranOnHotstar  Wonderful Film.... If Jaibhim showed Police Brutality on commoners this film rips of cops on cops!,0.089,0.833,0.077,-0.1511
572,police brutality,Our comrades @Minookyaa and others have been freed at last however they sustained injuries. We shall not relent in the fight against police brutality state repression and impunity.NJAARevolution @DefendersKE @UhaiWetu @HakiAfrica @AmnestyKenya @IMLU_org,0.225,0.709,0.066,-0.7579
573,police brutality,Fri May   New York City New York - Police drive by man and hit him with car door WATCH:  City NewYork CityNew York NYCPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
574,police brutality,This is what white supremacy looks like. This is what police brutality looks like. ,0.198,0.495,0.307,0.0516
575,police brutality,We are back to square one. Violence Blood Police Deployment mid-night processions. Indians fighting Indians Indians attacking Indians. The night is long for reporters but have we learnt any lesson from the earlier series of brutality? Disturbing! Calm heads please   JNU ,0.293,0.602,0.105,-0.892
576,police brutality,Now wait til Conservative Americans hear that Killing in the Name by @RATM was written by a black man who is a HARVARD GRADUATE political scientist about police brutality racial profiling and the KKK... ,0.219,0.781,0.0,-0.8555
577,police brutality,The (yellow vest) protests burst out ... in order to try to alert the government to the concerns of ordinary working people. But they were treated with disdain by the government and sometimes disgraceful brutality by the French police. Sounds familiar.  ,0.223,0.744,0.032,-0.8885
578,police brutality,Defending police brutality is a give away for people who also defend sexual abuse and domestic violence.,0.486,0.514,0.0,-0.9231
579,police brutality,The death of an economist -possibly due to police brutality- is becoming a big scandal in Egypt. ,0.454,0.546,0.0,-0.8957
580,police brutality,Sir @harjotbains You should look after Those who r still fighting cases which were registered by Akaali Gvt during  AAP dharna in Shakot  guys ( Some current AAP n Some Ex Volunteers) These were the guys who stood against Brutality of Police n Akaalies .@BhagwantMann,0.143,0.857,0.0,-0.7579
581,police brutality,For the good of the future generations PF should  NEVER come back! Bad memories of police brutality and cadrelism not again! ,0.141,0.635,0.224,0.3257
582,police brutality,Can you call it police brutality when they do it to themselves? ,0.267,0.733,0.0,-0.6124
583,police brutality,Police brutality is common with Israel Gestapo Palestine ,0.364,0.636,0.0,-0.6124
584,police brutality,Please visit Diepsloot ask Community Police brutality abuse anyone in the streets its very bad eNCA ,0.456,0.456,0.087,-0.8932
585,police brutality,Mon Jan   Houston Texas - Officer pushs protester that is filming WATCH:  HoustonTexas HPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
586,police brutality,Police brutality knows no borders... It will eventually reach all of us. ,0.38,0.552,0.067,-0.7269
587,police brutality,So what you're saying is that you're okay with police brutality as long as it's used against people you don't like?  ,0.235,0.692,0.073,-0.6381
588,police brutality,Have a few before we have to go somewhere so I finally threw Johnny Mnemonic on. Me: Oh wow the masks. Prescient. My kid: And the police brutality.   @JohnnySeconds,0.122,0.762,0.116,-0.0516
589,police brutality,Help Stop Police Brutality                “Tap Link to listen” Forget the voice! Focus on the words. Lets work together forwarding this song to all your contacts; and tell them to forward it to their contacts and subscribe. ,0.195,0.743,0.063,-0.69
590,police brutality,FYI cops hate firefighters anyways stop trying to unite around the anti BLM messaging with these hogs and police brutality apologists ,0.397,0.521,0.082,-0.8647
591,police brutality,Sat Jul   Seattle Washington - Police pepper spray man holding bike WATCH:  SeattleWashington SPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
592,police brutality,You know if a smack can cause so much trauma. Imagine the affect of slavery Jim Crow and this police brutality era.,0.398,0.602,0.0,-0.9166
593,police brutality,Black Lives Matter started off as a legitimate protest against police racism and brutality.   Then within less than a year it became let's ban old British comedy TV shows fron the s and early s that many people have forgotten or not heard of.,0.299,0.632,0.069,-0.9186
594,police brutality,Today is the st anniversary of the Brixton Uprising when people in one of the largest Black communities in London rose against racist police brutality and poverty during the conservative and brutally repressive Thatcher years. ,0.371,0.629,0.0,-0.9565
595,police brutality,Bullfighting and police brutality. Tipical hispanish' ,0.444,0.556,0.0,-0.6124
596,police brutality,Please look into these serious allegations about police brutality against minors!  @ashokgehlot @SachinPilot @GovindDotasra @RahulGandhi @priyankagandhi ,0.268,0.622,0.11,-0.5093
597,police brutality,VIDEO: Police clash with youth in Akatsi over alleged brutality  via @@coverghananews,0.267,0.733,0.0,-0.6124
598,police brutality, members of the @austintexasgov Police charged criminally for crowd-control tactics in ; the officers say they were following orders Who gave the orders  violate civil rights of residents? @statesman Are u safe in TX from police overreach brutality?,0.201,0.667,0.132,-0.4985
599,police brutality,Fri May   Atlanta Georgia - Officer body slams woman onto ground WATCH:  AtlantaGeorgia APD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
600,police brutality,Banu CTD police killed  innocent persons in fake encounter. Banu police addicted of this brutality plz stopped the blood money. @BannuPolice injustice Police ,0.477,0.425,0.098,-0.9455
601,police brutality,What kind of monster calls the cops on dogs trying to play frisbee? Maybe just this once a little police brutality is okay ,0.138,0.703,0.159,-0.1082
602,police brutality,Just remember what Macron did to his own people with the police brutality. Be brave vote for change! ,0.181,0.675,0.144,-0.2244
603,police brutality,Football fans - Attacked Anti-lockdown activists - Knocked over Anti-police brutality of women vigil - Tackled to the ground  Blocking motorways and emergency services  - KidGloves   U.K police are a joke.  Meanwhile BorisJohnson is cupping Zelenskys balls in corrupt Ukraine ,0.275,0.676,0.05,-0.875
604,police brutality,The police is Akatsi too dey kill the people for one side. Police brutality in the country is on the rise. Hmmm hope it's nipped in the bud before they can't be controlled again.,0.204,0.728,0.068,-0.7783
605,police brutality,Miguel come thru and chill with J Cole is another song that I think Cole shouldve been left off of completely ! A sexy/raunchy song with rap lyrics about police brutality  racism ? Like ? Very confusing,0.271,0.668,0.062,-0.8571
606,police brutality,In fact how can you support BlackLivesMatter and Also be joe Biden  Kamala Harris supporters who actively locked up and killed black man ND black woman over weed? Lol police brutality by the way was worse under Barack Obama presidency that's when it started lol  ,0.187,0.596,0.217,-0.0258
607,police brutality,Fri Aug   DC Washington DC - Individual pepper sprayed while filming WATCH:  DCWashington DC DPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
608,police brutality,Writing Homework Help GOVT  Arizona CAH Police brutality in the United States Question  For this ,0.186,0.558,0.256,0.128
609,police brutality,Loneliness is better than national grid collapse unavailability of health care system police brutality insecurity untimely death etc ,0.494,0.325,0.18,-0.891
610,police brutality,The problems to about .% of todays global issues are literally about white people not minding their own business or staying in their lane (old white men against abortion thinking Covid is a hoax police brutality racial injustice LITERALLY the war btwn Ukraine and Russia) ,0.296,0.704,0.0,-0.9468
611,police brutality,As China suffers worst COVID outbreak videos show police brutality looting andunrest ,0.554,0.446,0.0,-0.9042
612,police brutality,Mon Jun   New York City New York - Alleged looter pulled from car and beaten WATCH:  City NewYork CityNew York NYCPD blacklivesmatter blm defundthepolice abolishthepolice,0.109,0.891,0.0,-0.4215
613,police brutality,Police brutality has to end in Nigeria   Nigerian police keeps taking cases and dont even make research. ,0.2,0.8,0.0,-0.6124
614,police brutality, Told y'all BLM was a corrupted organisation. They are not about Family values or stopping Thugs  Criminals killing black kids they are about destruction of the Black Family Structure and Fighting only Police Brutality. BlackTwitter BlackLivesMatter ,0.442,0.558,0.0,-0.9689
615,police brutality,EFF North West will picket and submit memorandums of demands at the Independent  Police Investigative Directorate in Mahikeng and Premiers office against police brutality community safety and service delivery in the province. @ShakesBotswe @KBabuile @HhMkhaliphi ,0.101,0.829,0.07,-0.296
616,police brutality,Mario Says: Police brutality is a real issue! Yahooo!!,0.411,0.589,0.0,-0.7074
617,police brutality,poor supervision and poor training honestly there's nothing professional about the @GhPoliceService most of them are trigger happy insulting and corrupt. police brutality against unarmed civilians has now become very common in Ghana with no accountability. ,0.304,0.565,0.131,-0.836
618,police brutality,You bunch of lefty Liberal muppets utter hypocrisy calling out the right look at the past  years of police brutality in all Liberal governments you disgusting low life scum you lot are a disgrace to democracy and freedom ,0.26,0.654,0.086,-0.8176
619,police brutality,Kolysh also draws a connection between public harassment gentrification + police brutality resisting criminalizing narratives in favor of restorative justice. Through this work they hope for a future where women and LGBTQ people can live on their own terms free fr violence. ,0.208,0.572,0.22,-0.0772
620,police brutality,the most disheartening part of watching pre- political dramas is the gross overestimation of public outcry in response to things like a heinous presidential scandal police brutality or a public health crisis.,0.446,0.5,0.054,-0.9583
621,police brutality,Fri May   New York City New York - Police shove protesters to the ground WATCH:  City NewYork CityNew York NYCPD blacklivesmatter blm defundthepolice abolishthepolice,0.079,0.921,0.0,-0.2263
622,police brutality,Yes e fit be you No to police brutality ENDSARS PoliceReform notoinjustice ,0.337,0.38,0.283,-0.25
623,police brutality,Man talk about a systemic backfire. Giving all police officers body cams disclosed a rampant problem in America and it's not police brutality or racism.,0.216,0.605,0.179,-0.2914
624,police brutality,The youth were protesting against alleged police brutality in the area and degenerated into a clash with the law enforcement agency. ,0.274,0.726,0.0,-0.7783
625,police brutality,How far are you with cases of @ZANUPF_Official @edmnangagwa and Zim Police brutality against Zimbos? You are such a nuisance young man and @MYANC Gov is to blame for such rubbish entitlement of foreigners in SA really. PutSouthAfricanFirst  OperationDudula ,0.151,0.849,0.0,-0.7506
626,police brutality,I interviewed Bishop Talbert Swan for my book Police Brutality And White Supremacy. He discussed how white evangelicals purposely twist  contort Christianity into their racism and white supremacy but how they are not a true representation of Christ   ,0.195,0.752,0.053,-0.7813
627,police brutality,Police Brutality Bullying Peaceful Protesters Pregnant Woman At Gun Point Medics At Gun Point  What's Happening In Myanmar Photo Credit to Original Uploader  Heyday HeydayMyanmar WhatsHappeningInMyanmar SpringRevolutionMyanmar ,0.35,0.456,0.194,-0.7579
628,police brutality,Fri Aug   Portland Oregon - Reporter arrested WATCH:  PortlandOregon PPD blacklivesmatter blm defundthepolice abolishthepolice,0.205,0.795,0.0,-0.4767
629,police brutality,One reason we know cops plan on committing brutality is they come up with strategies to avoid their behavior being publicized. ,0.243,0.706,0.051,-0.7096
630,police brutality,Taanakkaran : A hard hitting   film which showcases the brutality  Hierarchy level in police training which bends the system in Monopoly. @iamVikramPrabhu solid one   MSBaskar  Director Tamizh  super sir . Emotions  Climax Puludhi parakkum Paaru  Worthuuu  ,0.135,0.727,0.138,0.0258
631,police brutality,Thu Jun   New York City New York - Food delivery driver arrested WATCH:  City NewYork CityNew York NYCPD blacklivesmatter blm defundthepolice abolishthepolice,0.134,0.866,0.0,-0.4767
632,police brutality,Tw // racism police brutality   Please rt and share ,0.46,0.284,0.256,-0.6808
633,police brutality,PLEASE HELP RETWEET!! (THREAD)  CONTINUOUS POLICE BRUTALITY HAPPENING IN AKATSI - VOLTA REGION @GhPoliceService @thenanaaba @GiovaniCaleb @gyaigyimii @JoyNewsOnTV @kwadwosheldon @Serwaa_Amihere @Bridget_Otoo @KafuiDey @Volta_CAI @BeenieWords ,0.149,0.629,0.222,0.3219
634,police brutality,Tue Oct   Wauwatosa Wisconsin - Police tackle a protester on a bike WATCH:  WauwatosaWisconsin WPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
635,police brutality,Knowing that Ronald Reagan passed gun legislation once the Black Panthers started carrying assault rifles to protect their community from police brutality is the only reason why I'm only centre-left on gun rights,0.292,0.648,0.06,-0.875
636,police brutality,New Hit Alert; The birth of Police Brutality Music by Morah ,0.263,0.592,0.145,-0.4215
637,police brutality,Got to laugh the papers review on the BBC says Macron is behind in the poles due to the cost of living nothing to do with his police force and the brutality that they inflicted on the yellow jackets. Which was suppressed by the BBC.,0.079,0.85,0.071,-0.1027
638,police brutality,SoMuchFreedom that the capital was occupied without police brutality. That wouldn't have happened if it were other cultures Indigenous or POC protesting though. The restrictions WERE lifted. Now cases are climbing and we know who's at fault onpoli CovidIsntOver WearAMask ,0.12,0.809,0.07,-0.3138
639,police brutality,Tue Jul   Portland Oregon - Flashbang thrown at press and legal observers WATCH:  PortlandOregon PPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,0.919,0.081,0.128
640,police brutality,Tw: Black murder police brutality  . . . ,0.744,0.256,0.0,-0.8658
641,police brutality,Not the furry police brutality ,0.5,0.5,0.0,-0.6124
642,police brutality,whenever some conservative brags about how white people don't riot over police brutality i think about this ,0.191,0.669,0.14,-0.2677
643,police brutality,Decent blacks don't experience police brutality  ,0.0,0.608,0.392,0.4973
644,police brutality,youtube Decent blacks don't experience police brutality ,0.0,0.651,0.349,0.4973
645,police brutality,calling an unprovoked aggressive act on a weaker party war is like accusing a victim of police brutality of resisting arrest when he is simply trying to defend himself/ survive. ,0.435,0.444,0.121,-0.9081
646,police brutality,Muslims facing police brutality in Khargone district of BJP ruled Madhya Pradesh.  KhargoneAntiMuslimRiot ,0.25,0.75,0.0,-0.6124
647,police brutality,Muslims facing police brutality in Khargone district of BJP ruled MadhyaPradesh.  KhargoneAntiMuslimRiot Islamophobia_in_india ,0.25,0.75,0.0,-0.6124
648,police brutality,If you want to get woke instead of just using a Black Lives Matter hashtag listen  learn what it's like to be black in America. Learn the root causes of systemic racism  police brutality. These podcasts are very informative. I've learned a lot.   ,0.165,0.735,0.1,-0.7351
649,police brutality,I really want to change something about society the mentality that if you are pro something that you are automatically anti something else. Example I can be pro BLM does not mean I am anti LE although I am definitely anti police brutality. This applies to so many things.,0.201,0.72,0.079,-0.7655
650,police brutality,Sat May   Cleveland Ohio - Protester shot in the eye with pellet round WATCH:  ClevelandOhio CPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
651,police brutality,Which normal Zambian with a functioning brain would want to transgress back to Patriotic Front endemic corruption how many Zambians want to relive nightmare of violent PF carders which peaceful Zambians want to go back to police brutality and miscarria… ,0.165,0.688,0.148,-0.5859
652,police brutality,People tagging police bcs of the recent event like?? LOL Did they forget how they keep on betraying us citizens? How they side with the government to shut us? How they did all those brutality and manipulations for money and power?,0.198,0.687,0.115,-0.6516
653,police brutality,Haven't seen anything like this in  Unconstitutional Police have been very lucky us pro choice  haven't turned on them. Stays that way  Aussies are fed up with Coercion  refused medical services police brutality Basically a Genocide.  PoliceState policeattack  ,0.187,0.743,0.07,-0.639
654,police brutality,Watch police brutality on Muslims of khargoneMP  We are living in a fascist islamophobic state: @milligazette @hrw @MaryLawlorhrds @SanaSaeed @RanaAyyub @LadyVelvet_HFQ @omarsuleiman @TheMuslimGuy @MJALSHRIKA @Afrahnasser @LinahAlsaafin IndianMuslimsUnderAttack ,0.241,0.759,0.0,-0.8225
655,police brutality,Another blatant example of unwarranted police brutality. A group of newly trained social workers could have handled this gentleman without laying a hand on him. We need more of them and fewer frightened “looking for a fight” cops who dont face accountability. ,0.209,0.791,0.0,-0.86
656,police brutality,Watched Taanakkaran yesterday Completely blown away.. Brilliant film on police brutalityinherent flaws in the system  difficulties faced by trainees Exceptional acting by  @iamVikramPrabhu  Highly recommended!!,0.071,0.711,0.218,0.6747
657,police brutality,Oklahoma. If you haven't seen this blatant disrespect see it now. Police brutality against an elder with mental health issues. ,0.274,0.726,0.0,-0.7783
658,police brutality,Go and register and get your PVC don't come after next election to start lamenting asuu strike police brutality bad governance when you refuse to vote. Enough is enough we are now enlightened VOTES COUNT,0.306,0.625,0.069,-0.875
659,police brutality,Aren't you the same person who said the first film promoted police brutality? And people will forget that idiocy because Haha she's makes funny fandubs about Eggman pissing on the moon. ,0.203,0.591,0.206,0.0258
660,police brutality,Why does @JesseSullivanIL believe Illinoisan want police brutality police corruption book burning discrimination based on race religion sex an unfair tax system? Illinois doesn't want t.f.g.,0.224,0.694,0.082,-0.7579
661,police brutality,Police brutality faces little to no consequences. ,0.542,0.458,0.0,-0.7115
662,police brutality,The brutality done by Punjab police on the orders of Nawaz Sharif and Shahbaz Sharif with their all culprits had been seen by the whole world!  But the victims still haven't got any JUSTICE! ModelTownMassacre SupremeCourt ,0.242,0.758,0.0,-0.8888
663,police brutality,illegal trading ghettos rich people poor people shootouts dead people brawls nice people drugs street fights money blood love corruption police brutality near death experience mountains and hills beaches and forests natural disaster education,0.416,0.372,0.212,-0.9274
664,police brutality,According to them this isnt authoritarianism. This isnt police brutality. This is the home of the free. ,0.0,0.697,0.303,0.7594
665,police brutality,Fuck police brutality ,0.882,0.118,0.0,-0.8176
666,police brutality,Sun May   Louisville Kentucky - Police smashing water bottles WATCH:  LouisvilleKentucky LPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
667,police brutality,Congrats to the centrists that supported corrupt Byron Brown over progressive Indya Walton… now your grandparents can be the victim of police brutality too! ,0.199,0.623,0.178,-0.1759
668,police brutality,Stop police brutality is now on @opensea at .Eth and ready for it's new collector   NFTCommunity NFTGiveaway NFTshill nftcollector ,0.251,0.648,0.101,-0.5719
669,police brutality,cw: police brutality  . .  Buffalo NY cops pushed a  year old man and fractured his skull ON CAMERA and sent him to the hospital they've been paid their salary for  years since ,0.121,0.879,0.0,-0.6124
670,police brutality,น่าเศร้าชิบหาย ถถถถถถ  I spent a day with SURVIVORS OF POLICE BRUTALITY ,0.372,0.628,0.0,-0.694
671,police brutality,We moved away from police brutality too quickly We moved away from COVID- too quickly We moved away from January th too quickly We are moving away from people trying to ban history our identities and everything else about the people that they do not like.  History will repeat,0.174,0.826,0.0,-0.8661
672,police brutality,my name is jax and im a victim of police brutality and a POPO COVER UP. they abused me for a year straight; even paid folk to join in on the covert surveillance harassment disabled hate crime (attempted and FAILED) silencing bullying abuse and gaslighting of me. oink oink!,0.434,0.507,0.059,-0.9796
673,police brutality,Buffalo cops caught shoving -year-old George Floyd protester cleared of wrongdoing   BlackLivesMatter PoliceBrutalityGeorgeFloyd BreonnaTaylor TamirRice PoliceReformNowDaunteWrightDefundThePolice EricGarnerICantBreathe ,0.0,0.92,0.08,0.1027
674,police brutality,Use your power of RECALL on Mayors Governors Sheriffs City Council Members Attorney Generals and State Representatives that honor police brutality over the lives of people through the use of the National Guard plus ignore systemic racism in archaic laws  MeToo MeTooVoter,0.205,0.734,0.062,-0.8126
675,police brutality,The police who cracked Martin  Guginos skull and left him to bleed on the sidewalk received a two year paid vacation and are now back on the job. The act of careless brutality didnt even cost them pride be being asked to apologize.  Moral hazard in policing is always deflected. ,0.118,0.814,0.069,-0.5719
676,police brutality,What is tiresome:    M paid out for settlements for the police brutality   The government congratulating the murders of Donnell Rochester   that I can't make an apples to apples comparison between streetlights and unarmed dead teens being shot through car windows? ,0.26,0.74,0.0,-0.9231
677,police brutality,This is the most important elections for -yrs old in Nigeria. Who is ready for another years of no employments strikes police brutality poor healthcare and so on.?,0.307,0.573,0.12,-0.8024
678,police brutality,Remember: Liberals would cheer for this kind of enforcement of lockdowns masking etc. Theyre never anti-government/police brutality. They just want the brutality against people they disagree with. ,0.073,0.617,0.31,0.8146
679,police brutality,The way he avoided the police brutality question after taking up space to speak and suggest obelisk renaming is something else!! so are they related or unrelated? Im the one making the connection- not you!  @WestWednesday ,0.176,0.824,0.0,-0.8061
680,police brutality,Truly. People were like if you havent been a victim of stop and frisk and police brutality and your ancestors didnt pick cotton and all these other traumatic things then youre not black because thats what being black is about. So very sad and unfortunate ,0.28,0.6,0.12,-0.8915
681,police brutality,A prominent Milwaukee activist known for his protests against police brutality that started with the killing of George Floyd has been found guilty of first-degree robbery in Kentucky. ,0.35,0.588,0.061,-0.8957
682,police brutality,i am a victim of police brutality ,0.67,0.33,0.0,-0.7269
683,police brutality,Buffalo Police Officers Caught Shoving -Year-Old George Floyd Protester Martin Gugino Cleared of Wrongdoing. Here We Go Again Condoning Police Brutality. ,0.164,0.779,0.057,-0.5574
684,police brutality,The vice president influenced President Buhari to dissolve SARS as a unit of the Police Force. He also brought about the idea of judicial panels in all states of the federation to deal with cases of police brutality. ,0.1,0.9,0.0,-0.6124
685,police brutality,Wed Sep   Rochester New York - Police charge protesters without warning WATCH:  RochesterNew York RPD blacklivesmatter blm defundthepolice abolishthepolice,0.095,0.803,0.102,0.0351
686,police brutality,Respect to these young brothers defiant and confident despite the racist police harassment and brutality. acab ,0.325,0.346,0.329,0.031
687,police brutality,Here is the review by @itissoundarya of the latest VikramPrabhu starrer Taanakkaran which is a one of a kind cop story that answers the reason behind Police brutality. The film is streaming now in Tamil Telugu Kannada  Malayalam.  Read more here:  ,0.09,0.833,0.077,-0.1531
688,police brutality,My own be say make we use our head well this time make we no put ourselves for another yrs of sufferingkillingpolice brutalitylooting…. MAKE WE USE OUR HEAD O,0.073,0.858,0.069,-0.0258
689,police brutality,Residents of Akatsi to petition IGP over the death of  persons after they clashed with the police over the weekend against alleged police brutality. There is heavy security in the area as investigations continue.   Details on Live with @ValentinaOAFRI on classfm,0.164,0.787,0.05,-0.7579
690,police brutality,Good read on police brutality in modern Russia ,0.31,0.465,0.225,-0.2732
691,police brutality,He does well with police reform and bringing cameras where police brutality murder=the issue otherwise for me I am finished with his generic conversation as an elite himself his latte limousine commentary=ludicrous he rides in limousine daily he and @JoeNBC too ,0.091,0.862,0.048,-0.4404
692,police brutality,This thread goes a long way to explaining police brutality ,0.333,0.667,0.0,-0.6124
693,police brutality,Let's apply this logic to other pple groups:  I support a police officer's right to choose.  However if we want to reduce police brutality which I do the best way is by providing every possible support throughout life for black pple not simply forcing officers to not kill. ,0.069,0.677,0.254,0.8637
694,police brutality,We've lost too many youths to police brutality gender violence  insecurity: Jimoh Isiaka Barakat Bello Shomuyiwa Azeezat  Bamise Ini Umoren Itunu Uwa Omozuwa Tina Ezekwe Sylvester Oromoni Comfort Ayanwole Dr Chinelo  others. Please always remember them in your prayers ,0.259,0.647,0.094,-0.8555
695,police brutality,So it means that we shouldnt take your police brutality rant on social media seriously because you are lying. We should only believe what the police says after yours.   I mean rant is rant. ,0.376,0.624,0.0,-0.936
696,police brutality,Sorry but China tankies who go on and on about police brutality in the West/Taiwan but basically shut their eyes on any internal dysfunction within their pet country. Disgusting and morally bankrupt. I could never.,0.406,0.594,0.0,-0.9676
697,police brutality,Tue Jun   Colorado Springs Colorado - Police shoot at and pepper spray protesters and press WATCH:  ColoradoSpringsColorado CSPD blacklivesmatter blm defundthepolice abolishthepolice,0.185,0.815,0.0,-0.5106
698,police brutality,South Africa - Athlone station commander Colonel Mark Adonis was given a “verbal warning” for ignoring police brutality allegations against officers on his staff. ,0.251,0.749,0.0,-0.7717
699,police brutality,How to avoid “Israeli brutality” in  simple steps:  . Dont attack the police  soldiers  . Dont stab civilians in the streets  . Dont shoot people   Good luck ,0.138,0.541,0.32,0.7232
700,police brutality,When students reached to protest at Delhi Police HQ they got assaulted by police and got detained while the goons are still roaming freely with all impunity.  What kind of justice is this where students who fight for safeguarding rights are having to face the brutality ? ,0.24,0.605,0.155,-0.7346
701,police brutality,Campaign promises are flying up and down now.  Please remember the political leaders who killed young people crying for end to Police brutality.  They banned Twitter thereafter to punish ENDSARS people who survived the massacre.  They unbanned Twitter coz of elections ,0.304,0.557,0.139,-0.8957
702,police brutality,At the risk of sounding partisan what did Buhari Start and what are all the APC aspirants unanimously trying to complete.  Is it that they want to perfect the level of rising insecurity?  To continue the harsh oppressive police brutality till we have a pariah state?,0.257,0.657,0.086,-0.8708
703,police brutality,Today I'm just grateful....some young black men didn't make it to this age because of police brutality... Some didn't make it because of health issues... Some didn't make it because of crime.... But I'm grateful that God had a different plan for my life...happy bday to me!!! ,0.0,0.854,0.146,0.8189
704,police brutality,Ive gone d/Deaf due to police brutality. Im still losing hearing in the affected ear. I dont know more than basic ASL. If theres a teaching program directed toward Rroma or Indigenous peoples please respond with information.  DisabilityTwitter OpreRoma SettlerSunday,0.184,0.764,0.052,-0.7096
705,police brutality,Having access to a lawyer is integral to the right to a fair trial. It helps prevent unlawful arrests police brutality  miscarriages of justice.  People need access to a lawyer as early as possible  before they are interrogated by police. ,0.194,0.613,0.192,-0.2732
706,police brutality,Chose one with me:  . Banning on head gear/piece of cloth . Lynching on food . Planned Mob violence . Police brutality and constant ridicule . Disrupting public prayer . Genocidal calls . rape threats . halal objection . economic boycott . forced vegetarianism,0.47,0.53,0.0,-0.9747
707,police brutality, riots broke out in Toxteth Liverpool due to police brutality mostly toward the black community  unemployment in Thatchers Tory Britain. Its fucking   its on the horizon again in Boris' Tory Britain. In the long summer nights people with no food or money. It will happen,0.275,0.725,0.0,-0.9349
